Name,Calories,FatContent,CarbohydrateContent,ProteinContent,SugarContent,SodiumContent,Images
Egg Rolls,74.4,6.5,1.0,2.8,0.2,208.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/78/0/pict4c3Xh.jpg"""
Spinach Ala Pesto Pasta,948.4,64.2,68.9,27.4,0.8,356.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/78/2/picHfPrKQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/78/2/pic2dL2Sr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/78/2/picyicF32.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/78/2/picuAkPxv.jpg"")"
Old Bay Seasoning,8.0,0.5,0.9,0.4,0.1,2.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/1/picz1p2E8.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/1/picl7ltYY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/1/piciag5Bn.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/1/pict8XHK1.jpg"")"
Basic Potato Salad,189.1,4.6,33.3,5.4,8.4,540.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/5/picCXy43Y.jpg"""
Spaghetti Squash With Parmesan Cheese,179.1,15.5,5.8,5.4,0.1,305.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/6/pic8hyrNL.jpg"""
Ho Ho Cake,433.4,25.6,50.3,4.3,34.7,427.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picuVtfv9.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picnw86oJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picALjVTX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picIssqY8.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picyfK72l.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picjCLc1z.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picgVBycr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picdsTXZF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picFM1n1U.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picLL8KNL.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picxCdmKQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picQ9tyiq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/pic9Wf1KT.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/79/9/picRWzXif.jpg"")"
Broccoli Casserole,93.0,6.6,4.0,4.5,0.6,283.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/1/picyIjE0X.jpg"""
"Carrot Salad With Cinnamon,lemon and Honey",248.1,15.3,29.2,2.2,19.1,80.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/5/pic1IPsc1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/5/pic3i2rsD.jpg"")"
Pasta with Mushroom Garlic Sauce,670.7,26.2,91.2,18.9,5.2,312.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/slidjY4RGWXxovhAshX6_PWMGS%205%20-%20final_3.png"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/01479789292.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/QnHi1mA1Tn2X5KspZQD1_PWMGS%203%20-%20final_1_horizontal.png"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/01468760196.jpeg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/sLUQJrLfTWEAjRxg6c7n-IMG_0361.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/picLmUgwY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/gV3QHgEpT6SxKJHhMRcO_20171029_121400.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/01502989951.jpeg"", 
""https://img.sndimg.com/food/image/upload/v1/img/feed/11808/6uOcqOYaSOe3Pr0NZsRC_20170802_165422.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/01485903924.jpeg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/11808/UJSuLyTiQHGNrQpigwtR_IMG_6386.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/01478481071.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/picbvpU4H.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/picTeGRTS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/picGIBtS3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/8/pic0G0B1V.jpg"")"
Ultimate Broccoli Salad,201.9,13.7,15.9,6.2,10.2,222.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/80/9/pic1U07Ni.jpg"""
Fabulous Zucchini Fritters,112.4,4.0,12.5,7.4,3.2,67.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/1/picwom4FX.jpg"""
Dairy Queens Onion Rings,3110.2,278.6,141.4,21.3,11.7,205.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/2/picEdVLzv.jpg"""
Southwest Dry Rub,29.7,1.3,5.4,1.4,0.7,1233.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/3/picw5A7Xy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/3/picntNHNr.jpg"")"
Pecan Sticky Buns,400.9,18.4,54.6,5.9,22.1,438.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/4/npEwo9RQRGGtF2QKGl5k_Stickybun.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/4/picwa5j6k.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/4/picgUVdPB.jpg"")"
Boodle's Orange Fool,227.2,19.1,14.4,1.8,4.4,20.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/5/picLGAwjs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/5/picqGAmOE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/5/picdHEm77.jpg"")"
Cabbage Casserole,268.8,17.4,12.0,16.1,5.5,361.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/6/pic9EvHdp.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/6/pic07jAg3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/6/picqtZB0Q.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/6/picEAss6S.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/6/picJ5Hg4U.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/6/pic7ymKRL.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/6/pichLcJyb.jpg"")"
Rosemary Sweet Potato Soup,139.6,2.3,25.0,5.1,8.5,725.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/7/piczaSZTC.jpg"""
Malted Milk Cookies,125.1,5.7,17.5,1.7,9.9,78.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/82/0/picKfj19X.jpg"""
Bubble Tea from BubbleTeaSupply.com,90.7,0.0,22.5,0.1,0.8,5.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/82/3/picen6kBx.jpg"""
Leftover Beef Enchiladas,255.3,14.9,22.5,8.6,3.5,326.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/82/7/picxajq2h.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/82/7/pic8VN2zo.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/82/7/picf1gwXF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/82/7/picdTPx8S.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/82/7/pic6ej6Ox.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/82/7/picbCeUrX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/82/7/picsgYziF.jpg"")"
Angel Cookies,895.2,43.5,118.4,9.0,70.4,407.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/83/3/picKBmcW8.jpg"""
Apple Dumplings,343.5,23.3,36.5,0.7,31.0,358.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/83/4/picTMAFMu.jpg"""
Granola,770.2,40.9,92.3,18.4,42.8,76.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/83/8/picu6lAS1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/83/8/picuv3CTG.jpg"")"
Marinated Mushrooms,44.4,4.5,1.0,0.4,0.3,0.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/84/0/picP6kUzA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/84/0/picuhvl7L.jpg"")"
Quick Apple Turnovers,195.6,5.7,35.1,2.1,21.7,354.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/84/1/Q5jVvHCQeCalX8Lk0kBi_25B268B6-E50F-4372-B921-DC403EE707F2.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/84/1/SW6bPXpCQNyDG0XRpszc_CE4D8A09-2769-44BC-9EF0-1D6B0BE65BF1.jpeg"")"
Nigerian Coconut Shrimp Rice,969.3,68.0,72.3,25.6,13.7,694.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/84/3/picYPUbq2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/84/3/picj98uRY.jpg"")"
Grape Juice Cocktail,0.0,0.0,0.0,0.0,0.0,0.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/85/2/11852.jpg"""
Oven Baked Beef Stew,286.4,7.4,16.3,36.4,6.2,460.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/85/7/picEIpdOa.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/85/7/picfrfywn.jpg"")"
"Baingan Bharta ( Spicy Roasted Eggplant With Tomatoes, Cilantro",200.5,13.1,21.2,3.5,8.6,11.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/86/3/picjaxjka.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/86/3/picqIvFfY.jpg"")"
Grilled Ginger Garlic Chicken Breasts,157.1,5.3,1.7,24.4,0.2,133.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/86/8/picvOQJwC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/86/8/picY1xBFt.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/86/8/picwplNMB.jpg"")"
Mc Donald's Hamburgers and  Big Mac Sauce,263.3,12.3,25.3,12.2,5.2,3214.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/86/9/uD4QJyKS3e2LxG5srhkw_472C13F2-7A6C-490C-B7C6-EBAC5D51A2C9.jpeg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/11869/yiXoEPS2SDaRt24DjLmC_EA9709F8-9DF3-474D-8C12-2CE0173A3D47.jpeg"")"
Outback Bloomin' Onion,2115.0,119.1,156.8,106.2,10.1,1411.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/87/4/pic9lsQGg.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/87/4/picJ2n6UD.jpg"")"
Easy Chicken Cacciatore,748.7,52.7,22.2,46.5,8.2,1167.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/87/6/pic6mINDG.jpg"""
Sweet Onion and Mushroom Casserole,352.4,30.1,14.6,8.3,5.6,582.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/87/7/oA5GWtaaQd6ar0YWNEzC-2013-11-21-21.24.57.jpg"""
Feta Mint Cheeseburgers,340.8,20.3,0.9,36.3,0.6,281.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/88/0/picJOOzoj.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/88/0/picPa84LX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/88/0/picmvkLXs.jpg"")"
Effortless Apple Crisp,320.8,11.1,55.8,2.6,38.2,84.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/88/3/picdUq60j.jpg"""
Ground Beef with Hoisin,237.6,12.4,11.4,19.3,4.6,271.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/88/6/pic072g7S.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/88/6/picTARash.jpg"")"
Creamed Corn Bread Cases,99.8,1.9,19.0,2.5,2.4,259.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/88/9/pic8pMSe2.jpg"""
Chicken Fajitas,566.3,22.9,46.8,45.3,13.0,1035.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/7/pichdJxVC.jpg"""
Green Beans 'n Fennel,119.5,7.2,13.3,3.1,6.4,159.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/8/piclY7Btz.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/8/pic5IzkHq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/8/picpnAUTy.jpg"")"
Honey Mustard Pasta Salad,1335.8,62.3,140.5,77.4,55.3,12853.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/90/4/pic6oILCh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/90/4/pic2uGuX6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/90/4/picu02gjG.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/90/4/piczJOiWq.jpg"")"
Oreo Ice Cream Delight,285.2,15.6,33.5,5.0,30.1,113.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/1/picMxf6Gw.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/1/picoKDxwp.jpg"")"
Creamy Chicken & Broccoli,846.6,29.8,95.2,50.4,7.3,847.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/2/picnpibQx.jpg"""
Lemonade Pie (No Bake),441.0,19.1,64.2,5.6,55.0,242.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/3/JN9ggTZbSPuGI7czJihM_20%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/3/zFpXZyXMSX6yWnUaWgTi_21%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/3/picjidXg5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/3/picJXz71u.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/3/picBlAQsD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/3/lwbB4O7UT9SvsVN8v5gr_19%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/3/pic5iByYw.jpg"")"
"Onions, Onions &amp; More Onions",97.2,2.1,19.5,1.6,10.5,73.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/4/pict85eO1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/4/picroqww4.jpg"")"
Beer Nuts,547.3,40.6,41.8,12.1,25.1,458.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/6/picekQlUg.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/6/picCAf5V5.jpg"")"
Irish Pub Beef Stew,1714.5,133.3,93.8,24.9,17.5,1688.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/iR1TdoyYTemgnmmGy7v4_DSC_6586.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/kKRWQjBTTmCxx0JA6YMd_DSC_6585.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/T48oSaZlTluiLvfJtbn7_DSC_6594.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/wIbQwmzARuWSpoWNahmt_IMG_0385.JPG"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/picdG4P07.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/picRAuYLn.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/piciE5WQs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/picHh8QNN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/picTMe2Rg.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/picsnxDtx.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/picYG2bc1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/91/9/piccPuZZk.jpg"")"
The Real Deal Deviled Eggs,74.5,4.9,0.8,6.4,0.3,82.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/0/pich2bEzj.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/0/pic3xMGyK.jpg"")"
Brandy Snaps,129.4,9.1,12.0,0.6,8.2,55.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/1/11921.jpg"""
Hot German Potato Salad,347.6,4.1,70.5,8.1,19.1,284.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/M0gwsV3S5CMXm3W2jDPb-Hot-Potato-Salad-2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/picNKOfQ2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/pickIh3E8.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/01501287004.jpeg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/P6AMqdQWSdKqNzrbUVFy-Hot-Potato-Salad-3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/iLdZChEgR6i1JdoUtE0U-Hot-Potato-Salad-1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/picfEkEBc.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/pickD6U6j.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/picWRvfbD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/picZG06jq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/piccAzedO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/3/picTHHB3T.jpg"")"
crisp topping,9714.0,402.9,1424.1,135.7,680.3,5425.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/92/8/picajaWzQ.jpg"""
